央视频道,#genre#
贵州卫视,http://39.135.36.145:18890/000000001000/1000000002000003169/1.m3u8?channel-id=ystenlive&Contentid=1000000002000003169&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000003169&owchid=ystenlive&owsid=1106497909461328035&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhEobBU2fUvDIVr2YUAB3sQC3mtTDqCyM2IHfZcfgwbCVw3In3iCPMx3CBGKKivBM4
甘肃卫视,http://39.135.36.158:18890/000000001000/1000000002000017827/1.m3u8?channel-id=ystenlive&Contentid=1000000002000017827&livemode=1&stbId=005203FF000360100001001A34C0CD33&userToken=bd8bb70bdb2b54bd84b587dffa024f7621vv&usergroup=g21077200000&version=1.0&owaccmark=1000000002000017827&owchid=ystenlive&owsid=1106497909461366475&AuthInfo=yOLXJswzZFfV3FvB8MhHuElKGJKLbU5H0jB3qAhfSE5oj7lZFbEKIj3xJcvQPkjhA4sBZEsqnSa3KvsIaVI9wPS8Gj6lJe1Zo41ze%2fWmzecpyT4Tmxoc1paT1vcrQhVS
广东体育,vjms://121.14.222.75:8500:3502/live/cid=336#vjms://23.237.33.155:8500:3502/live/cid=336#http://104.250.154.42:8080/ZZ_guangdongtiyu/ZZ_guangdongtiyu.m3u8

省市地方,#genre#
长沙经贸,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_350.m3u8
长沙女性,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_349.m3u8
长沙新闻,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_346.m3u8
长沙政法,http://35848.hlsplay.aodianyun.com/guangdianyun_35848/tv_channel_348.m3u8
江苏靖江新闻综合台720P,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8
汕头综合,http://dslive.grtn.cn/stzh/sd/live.m3u8
佛山综合,http://dslive.grtn.cn/fszh/sd/live.m3u8
韶关综合,http://dslive.grtn.cn/sgxwzhHD/sd/live.m3u8
东莞综合,http://dslive.grtn.cn/dgzh/sd/live.m3u8
惠州综合,http://dslive.grtn.cn/hzzh/sd/live.m3u8
梅州综合,http://dslive.grtn.cn/mzzh/sd/live.m3u8
湛江综合,http://dslive.grtn.cn/zjzh/sd/live.m3u8
汕尾综合,http://dslive.grtn.cn/swzh/sd/live.m3u8
江门综合,http://dslive.grtn.cn/jmzh/sd/live.m3u8
云浮综合,http://dslive.grtn.cn/yfzh/sd/live.m3u8
珠海综合,http://dslive.grtn.cn/zhzh/sd/live.m3u8
揭阳综合,http://dslive.grtn.cn/jyzh/sd/live.m3u8
河源综合,http://dslive.grtn.cn/hyzh/sd/live.m3u8
潮州综合,http://dslive.grtn.cn/czzh/sd/live.m3u8
珠江频道,http://nclive.grtn.cn/zjpd/sd/live.m3u8
广东公共频道,http://nclive.grtn.cn/ggpd/sd/live.m3u8
广东新闻频道,http://nclive.grtn.cn/xwpd/sd/live.m3u8
广东房产频道,http://nclive.grtn.cn/fcpd/sd/live.m3u8
嘉佳卡通频道,http://nclive.grtn.cn/jjkt/sd/live.m3u8
广东国际频道,http://nclive.grtn.cn/gjpd/sd/live.m3u8
南方购物频道,http://nclive.grtn.cn/nfgw/sd/live.m3u8
高尔夫频道,http://nclive.grtn.cn/grfpd/sd/live.m3u8
广东经济科教频道,http://nclive.grtn.cn/tvs1hd/hd/live.m3u8
广东影视频道,http://nclive.grtn.cn/tvs4/sd/live.m3u8
广东少儿频道,http://nclive.grtn.cn/tvs5/sd/live.m3u8
厦门卫视-1080p,http://112.50.243.7/PLTV/88888888/224/3221226781/index.m3u8
厦门电视台新闻频道-1080p,http://112.50.243.7/PLTV/88888888/224/3221226814/index.m3u8
厦门电视台纪实频道-1080p,http://112.50.243.7/PLTV/88888888/224/3221226777/index.m3u8
厦门电视台影视频道-1080p,http://112.50.243.7/PLTV/88888888/224/3221226764/index.m3u8
厦门电视台生活频道-1080p,http://112.50.243.7/PLTV/88888888/224/3221226760/index.m3u8
宁德电视台公共影视频道-1080p,http://112.50.243.7/PLTV/88888888/224/3221226635/index.m3u8
宁德电视台新闻综合频道-1080p,http://112.50.243.7/PLTV/88888888/224/3221226631/index.m3u8
舟山新闻综合,http://live.wifizs.cn/xwzh/sd/live.m3u8
舟山公共生活,http://live.wifizs.cn/ggsh/sd/live.m3u8
舟山群岛旅游,http://live.wifizs.cn/qdly/sd/live.m3u8
金华都市农村,http://stream.jinhua.com.cn/dsnc/app/live.m3u8
金华教育科技,http://stream.jinhua.com.cn/jykj/app/live.m3u8
湖州安吉新闻频道,http://zhibo.ajbtv.com:80/channels/tvie/xinwenzonghe/m3u8:500k
嘉兴海盐新闻综合,http://haiyan.liveyun.hoge.cn/xwpd/sd/live.m3u8
嘉兴嘉善文化,http://116.62.31.234:1935/jsgdswh/myStream/playlist.m3u8
嘉兴嘉善新闻综合,http://116.62.31.234:1935/jsgdxwzh/myStream/playlist.m3u8
河北影视,http://weblive.hebtv.com/live/hbys_bq/index.m3u8
河北影视,http://live01.hebtv.com/channels/hebtv/video_channel_06/m3u8:800k/live
北京新闻,http://ivi.bupt.edu.cn/hls/btv9.m3u8
北京文艺HD,http://ivi.bupt.edu.cn/hls/btv2hd.m3u8
北京科教,http://ivi.bupt.edu.cn/hls/btv3.m3u8
北京青年,http://ivi.bupt.edu.cn/hls/btv8.m3u8
北京生活,http://ivi.bupt.edu.cn/hls/btv7.m3u8
北京体育,http://ivi.bupt.edu.cn/hls/btv6.m3u8
石景山有线,http://live.sjsgdzx.com/channel5/sd/live.m3u8
怀柔电视台,http://live.huairtv.com:1935/dvrLive/hrtvmb/playlist.m3u8
湖北休闲指南,http://live.cjyun.org/video/s10008-klcz2018/index.m3u8
湖北影视,http://live.cjyun.org/video/s10008-hbys2018/index.m3u8
湖北综合,http://live.cjyun.org/video/s10008-zh2018/index.m3u8
安庆公共频道,http://live.aqbtv.cn:9600/live/ggpd_100/tzwj_video.m3u8
安庆黄梅戏频道,http://live.aqbtv.cn:9600/live/hmx/tzwj_video.m3u8
安图民声频道,http://32004.hlsplay.aodianyun.com/guangdianyun_32004/tv_channel_199.m3u8
安图综合频道,http://32004.hlsplay.aodianyun.com/guangdianyun_32004/tv_channel_200.m3u8
巴中公共频道,http://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_247.m3u8
巴中综合频道,http://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_246.m3u8
蚌埠公共频道,http://newvod.ahbbtv.com:1935/live/smil:ggpd_copy.smil/playlist.m3u8
蚌埠公交频道,http://newvod.ahbbtv.com:1935/live/smil:gjpd_copy.smil/playlist.m3u8
蚌埠生活频道,http://newvod.ahbbtv.com:1935/live/smil:shpd_copy.smil/playlist.m3u8
蚌埠新闻综合,http://newvod.ahbbtv.com:1935/live/smil:xwpd_copy.smil/playlist.m3u8
包头经济频道,http://live.btgdt.com/channels/btgd/jjpd/m3u8:500k/live
包头生活服务,http://live.btgdt.com/channels/btgd/shfw/m3u8:500k/live
包头新闻综合,http://live.btgdt.com/channels/btgd/xwzh/m3u8:500k/live
保山一套,http://onairzb.onairsaas.com/b7jx9t/qa654p.m3u8
保山二套,http://onairzb.onairsaas.com/b7jx9t/vd6812.m3u8
保山三套,http://onairzb.onairsaas.com/b7jx9t/pdn196.m3u8
滨海新闻,http://60.30.52.41/live/bhtv1/playlist.m3u8
滨海综艺,http://60.30.52.41/live/bhtv2/playlist.m3u8
滨州公共电视剧,http://stream.bzcm.net/1/sd/live.m3u8
滨州新闻综合,http://stream.bzcm.net/2/sd/live.m3u8
苍溪新闻频道,http://live.sccxtv.com:85/live/xwpd.m3u8
苍溪综合频道,http://live.sccxtv.com:85/live/zhpd.m3u8
昌吉综合频道,http://bsyll.qingk.cn/live/cjzh/index.m3u8
常德新闻综合,http://218.75.139.74:1935/live/xinwen/playlist.m3u8
长春商业,http://stream.chinactv.com/ctv4/sd/live.m3u8
长春市民,http://stream.chinactv.com/ctv3/sd/live.m3u8
长春新知,http://stream.chinactv.com/ctv5/sd/live.m3u8
长春娱乐,http://stream.chinactv.com/ctv2/sd/live.m3u8
长春综合,http://stream.chinactv.com/ctv1/sd/live.m3u8
长丰生活影院,http://218.23.114.19:1935/live/yingshi/playlist.m3u8
长丰新闻综合,http://218.23.114.19:1935/live/xinwen/playlist.m3u8
长寿综合频道,http://qxlmlive.cbg.cn:1935/app_2/ls_63.stream/playlist.m3u8
潮安影视,http://chaoan.chaoantv.com:8278/live/chaoanyingshi.m3u8
潮安综合,http://chaoan.chaoantv.com:8278/live/chaoanzongyi.m3u8
潮州公共,http://live.zscz0768.com/live/ggpd.m3u8
潮州综合,http://live.zscz0768.com/live/zhpd.m3u8
城口综合频道,http://123.146.140.86:1935/chengkou01.m3u8
重庆移动公交,http://qxlmlive.cbg.cn:1935/app_2/ls_57.stream/chunklist.m3u8
重庆移动机场,http://qxlmlive.cbg.cn:1935/app_2/ls_56.stream/chunklist.m3u8
滁州公共频道,http://183.167.193.45:1935/live/cztvgg/playlist.m3u8
滁州科教频道,http://183.167.193.45:1935/live/cztvkj/playlist.m3u8
滁州新闻综合,http://183.167.193.45:1935/live/cztvzh/playlist.m3u8
楚雄公共,http://onairzb.onairsaas.com/236067/203r90.m3u8
楚雄综合,http://onairzb.onairsaas.com/236067/pgxk3e.m3u8
磁县综合频道,http://hbcx.chinashadt.com:1937/live/stream:hdxw.stream/playlist.m3u8
大竹新闻综合,http://175.153.153.53:8083/videos/live/50/0/fvfm8SqxEkQGt/fvfm8SqxEkQGt.M3U8
大竹阳光政务,http://175.153.153.53:8083/videos/live/17/51/958cxpfHCjqwj/958cxpfHCjqwj.M3U8
大足文化频道,http://183.230.1.208:3170/hls5.m3u8
大足综合频道,http://183.230.1.208:3170/hls1.m3u8
大足综合频道,http://dazulive.cbg.cn:3170/hls1.m3u8
德化新闻综合,http://zb.dehua.tv:8134/hls-live/livepkgr/_definst_/wslhevent/hls_pindao_1_500.m3u8
德阳公共频道,http://scdytv.com:1935/live/ggpd_livevideo/palylist.m3u8
德阳新闻综合,http://scdytv.com:1935/live/xwpd_livevideo/palylist.m3u8
德州公共频道,http://video.dztv.tv:1935/live/dzgg_bq/playlist.m3u8
德州图文频道,http://video.dztv.tv:1935/live/dztw_bq/playlist.m3u8
德州新闻频道,http://video.dztv.tv:1935/live/xwzh_bq/playlist.m3u8
迪庆藏语,http://stream01.dqtv123.com:1935/live/diqingzangyu.stream/playlist.m3u8
迪庆综合,http://stream01.dqtv123.com:1935/live/xinwenzonghe.stream/playlist.m3u8
东营公共频道,http://stream.hhek.cn/ggpd/sd/live.m3u8
东营科教频道,http://stream.hhek.cn/dyjy/sd/live.m3u8
东营综合频道,http://stream.hhek.cn/xwzh/sd/live.m3u8
东至新闻综合,http://223.247.33.124:1935/live/zonghe/playlist.m3u8
东至影视频道,http://223.247.33.124:1935/live/yingshi/playlist.m3u8
敦煌综合频道,http://live.todaydunhuang.com:1935/live/live100/500K/tzwj_video.m3u8
峨边电视台,http://218.6.224.15:8011/vms/videos/channellive/channel15/playlist.m3u8
鄂前旗电视台,http://liveetkqq.sobeycache.com/etkqq/zb1.m3u8?auth_key=1601002939-0-0-d82f8642cc63a650860f080cca591ae6
恩施公共,http://enshi.live.cjyun.org/video/s10070-esgg.m3u8
恩施综合,http://enshi.live.cjyun.org/video/s10070-eszh.m3u8
肥西生活频道,http://60.168.145.236:1936/live/movie/playlist.m3u8
肥西综合频道,http://60.168.145.236:1936/live/xinwen/playlist.m3u8
丰都文化旅游,http://125.62.25.201:1936/output0.m3u8
奉化生活娱乐,http://stream.fhtv.net.cn/ylpd/sd/live.m3u8
奉化新闻综合,http://stream.fhtv.net.cn/zhpd/sd/live.m3u8
奉节文旅频道,http://61.161.120.60:9500/ch1.m3u8
奉节综合频道,http://61.161.120.60:9500/ch0.m3u8
凤台文化生活,http://60.175.115.119:1935/live/wenhua/playlist.m3u8
凤台综合频道,http://60.175.115.119:1935/live/zonghe/playlist.m3u8
福州少儿,http://live.zohi.tv/video/s10001-sepd-4/index.m3u8
福州生活,http://live.zohi.tv/video/s10001-shpd-3/index.m3u8
福州影视,http://live.zohi.tv/video/s10001-yspd-2/index.m3u8
福州综合,http://live.zohi.tv/video/s10001-FZTV-1/index.m3u8
抚州公共频道,http://111.75.179.195:30767/video/live_vide2.m3u8
抚州综合频道,http://111.75.179.195:30767/video/live_vide.m3u8
阜南新闻综合,http://112.27.139.243:19211/live/xwzh.m3u8
阜阳都市频道,http://120.210.216.73:8080/ysten-business/reallive/fyjypd/1.m3u8
阜阳公共频道,http://120.210.216.73:8080/ysten-business/reallive/fyggpd/1.m3u8
阜阳教育频道,http://120.210.216.73:8080/ysten-business/reallive/fydspd/1.m3u8
富宁电视台,http://store.ovp.wsrtv.com.cn:9092/fntv/hls/playlist.m3u8
富顺综合频道,http://pili-live-hls.145.i2863.com/i2863-145/live_145_906964.m3u8
甘南藏语频道,http://live.gnrtv.com:9600/live/live2/tzwj_video.m3u8
甘南综合频道,http://live.gnrtv.com:9600/live/live1/tzwj_video.m3u8
甘肃都市频道,http://stream.gstv.com.cn/dspd/sd/live.m3u8
甘肃公共频道,http://stream.gstv.com.cn/ggpd/sd/live.m3u8
甘肃经济频道,http://stream.gstv.com.cn/jjpd/sd/live.m3u8
甘肃少儿频道,http://stream.gstv.com.cn/sepd/sd/live.m3u8
甘肃文化影视,http://stream.gstv.com.cn/whys/sd/live.m3u8
甘肃移动电视,http://stream.gstv.com.cn/ydds/sd/live.m3u8
赣州公共频道,http://117.169.72.6:8080/ysten-businessmobile/live/ganzhoutv-2/1.m3u8
赣州教育频道,http://117.169.72.6:8080/ysten-businessmobile/live/ganzhoutv-3/1.m3u8
赣州新闻综合,http://117.169.72.6:8080/ysten-businessmobile/live/ganzhoutv-1/1.m3u8
个旧综合,http://221.3.215.44:9099/gjtv/gjtv.m3u8
个旧综合,http://live.hhtv.cc:9098/gjtv/gjtv.m3u8
广南电视台,http://store.ovp.wsrtv.com.cn:9092/gntv/hls/playlist.m3u8
海宁生活服务,http://stream.haining.tv/hnfw/sd/live.m3u8
海宁新闻综合,http://stream.haining.tv/hnxw/sd/live.m3u8
海西州综合频道,http://stream.haixitv.cn/1/sd/live.m3u8
海阳新闻综合,http://pili-live-hls.131.i2863.com/i2863-131/live_131_258808.m3u8
邯郸公共频道,http://mms.hdbs.cn:1936/live/education_sd/playlist.m3u8
邯郸新闻综合,http://mms.hdbs.cn:1936/live/news_sd/playlist.m3u8
合肥生活,http://120.193.102.2/live/hfbtv2/index.m3u8
合肥新闻,http://120.193.102.2/live/hfbtv1/index.m3u8
河北都市,http://weblive.hebtv.com/live/hbds_bq/index.m3u8
河北公共,http://weblive.hebtv.com/live/hbgg_bq/index.m3u8
河北邯郸科教,http://mms.hdbs.cn:1936/live/public_sd/playlist.m3u8
河北经济,http://weblive.hebtv.com/live/hbjj_bq/index.m3u8
河北滦南娱乐,http://tv.lnshw.com.cn:3000/hls/hebmnzbs/index.m3u8
河北滦南综合,http://tv.lnshw.com.cn:3100/hls/pegdvlxq/index.m3u8
河池教育频道,http://222.218.142.198:81/hls/jy3.m3u8
河池新闻综合,http://222.218.142.198:81/hls/ch3.m3u8
河口综合,http://221.3.215.44:9099/hktv/hktv.m3u8
鹤峰综合频道,http://hefeng.live.tempsource.cjyun.org/videotmp/s10100-hftv.m3u8
红安综合,http://hongan.live.cjyun.org/video/s10063-HAZH.m3u8
红河州经济生活,http://221.3.215.43:9099/ch2/ch2.m3u8
红河州新闻综合,http://221.3.215.43:9099/ch1/ch1.m3u8
湖北公共新闻,http://live.cjyun.org/video/s10008-ggxw2018/index.m3u8
湖北教育,http://live.cjyun.org/video/s10008-jy2018/index.m3u8
湖北经视,http://live.cjyun.org/video/s10008-hbjs2018/index.m3u8
湖北垄上,http://live.cjyun.org/video/s10008-ls2018s/index.m3u8
湖北生活,http://live.cjyun.org/video/s10008-ty2018/index.m3u8
黄冈公共频道,http://huanggang.live.cjyun.org/video/s10120-xwgg.m3u8
黄冈新闻频道,http://huanggang.live.cjyun.org/video/s10120-xwzh.m3u8
黄骅二套,http://hbhh.chinashadt.com:2111/live/hhtv2.stream/playlist.m3u8
黄骅互动,http://hbhh.chinashadt.com:2111/live/hdtv.stream/playlist.m3u8
黄骅一套,http://hbhh.chinashadt.com:2111/live/hhtv.stream/playlist.m3u8
黄骅影视,http://hbhh.chinashadt.com:2111/live/hhys.stream/playlist.m3u8
绩溪新闻频道,http://124.112.228.134:1935/live/zongyi/playlist.m3u8
吉林市新闻综合,http://stream2.jlntv.cn/jilin1/sd/live.m3u8
吉州新闻综合,http://117.169.72.6:8080/ysten-businessmobile/live/JAJZTV/1.m3u8
吉州新闻综合,http://218.204.153.158/10.m3u8
集安综合频道,http://stream2.jlntv.cn/ja/sd/live.m3u8
济南都市,http://ts1.ijntv.cn/jnds/sd/live.m3u8
济南商务,http://ts1.ijntv.cn/jnsw/sd/live.m3u8
济南少儿,http://ts2.ijntv.cn/jnse/sd1/live.m3u8
济南生活,http://ts2.ijntv.cn/jnsh/sd/live.m3u8
济南新闻,http://ts1.ijntv.cn/xwhd/hd/live.m3u8
济南影视,http://ts1.ijntv.cn/yshd/hd/live.m3u8
济南娱乐,http://ts2.ijntv.cn/jnyl/sd/live.m3u8
济宁公共频道,http://lives.jnnews.tv/video/s10001-JTV3/index.m3u8
济宁教育频道,http://lives.jnnews.tv/video/s10001-JTV2/index.m3u8
济宁图文频道,http://lives.jnnews.tv/video/s10001-JTV4/index.m3u8
济宁综合频道,http://lives.jnnews.tv/video/s10001-JTV1/index.m3u8
嘉鱼新闻综合,http://jiayu.live.tempsource.cjyun.org/videotmp/s10131-jyzh.m3u8
江津经济生活,http://222.179.155.21:1935/ch0.m3u8
江津经济生活,http://jiangjinlive.cbg.cn:1935/ch0.m3u8
江津文化旅游,http://222.179.155.21:1935/ch2.m3u8
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8
江门综合,http://218.17.99.211:5080/hls/ttsw6ccn.m3u8
江苏城市,http://183.207.249.8/PLTV/4/224/3221225929/index.m3u8
江阴民生频道,http://w3.wifijiangyin.com:1936/live/mspd_gq/playlist.m3u8
江阴新闻综合,http://w3.wifijiangyin.com:1936/live/xwzh_gq/playlist.m3u8
江油文教,http://vod.scjygd.com:1935/live/smil:whjy_copy.smil/playlist.m3u8
江油新闻,http://vod.scjygd.com:1935/live/smil:xwzh_copy.smil/playlist.m3u8
焦作公共频道,http://222.143.133.157:90/hls/pd2.m3u8
焦作教育电视台,http://qcloud-play.lezhibo.com/live/10349_00106b997a9343ebbdc828a8f0414bf8.m3u8
焦作教育频道,http://222.143.133.157:90/hls/pd3.m3u8
焦作综合频道,http://222.143.133.157:90/hls/pd1.m3u8
金昌公共频道,http://stream4.liveyun.hoge.cn/ch01/sd/live.m3u8
金昌综合频道,http://stream4.liveyun.hoge.cn/ch02/sd/live.m3u8
金华公共频道,http://stream2.jinhua.com.cn/jjsh/app/live.m3u8
金华新闻综合,http://stream2.jinhua.com.cn/xwzh/app/live.m3u8
金乡生活频道,http://sdjx.chinashadt.com:2035/live/di1.stream_360p/playlist.m3u8
金乡新闻频道,http://sdjx.chinashadt.com:2035/live/di2.stream_360p/playlist.m3u8
晋城公共,http://live1.jcbctv.com:1935/live/GGPD/1000K/tzwj_video.m3u8
晋城新闻,http://live1.jcbctv.com:1935/live/XWZH/1000K/tzwj_video.m3u8
晋江侨乡,http://stream.jinjiang.tv/1/sd/live.m3u8
晋中公共频道,http://jzlive.jztvnews.com:8092/live/jzgg.m3u8
晋中新闻频道,http://jzlive.jztvnews.com:8092/live/jzzh.m3u8
睛彩焦作频道,http://222.143.133.157:90/hls/pd4.m3u8
景北仑电视台,http://stream.nbbltv.com/nbbltv1/sd/live.m3u8
景县电视二套,http://hbjx.chinashadt.com:1935/live/stream:jx2.stream_360p/playlist.m3u8
景县电视一套,http://hbjx.chinashadt.com:1935/live/stream:jx1.stream_360p/playlist.m3u8
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhmb/playlist.m3u8
九寨沟新闻综合,http://111.231.194.231:85/live/xwzh.m3u8
句容党建频道,http://218.3.92.100:1937/live/dangjian/playlist.m3u8
句容生活频道,http://218.3.92.100:1937/live/shenghuo/playlist.m3u8
句容新闻综合,http://218.3.92.100:1937/live/jrxwzh/playlist.m3u8
开平生活,http://pili-live-hls.livekpdst.sobeycache.com/kpdst/zb2.m3u8
开平综合,http://pili-live-hls.livekpdst.sobeycache.com/kpdst/gb1.m3u8
开州生活频道,http://kaixianlive.cbg.cn:10345/5.m3u8
开州综合频道,http://kaixianlive.cbg.cn:10345/1.m3u8
康巴卫视,http://112.50.243.7/PLTV/88888888/224/3221225856/index.m3u8
柯桥新闻综合,http://live.scbtv.cn/hls/news.m3u8
兰坪综合,http://onairzb.onairsaas.com/1b8o19/2l1302.m3u8
兰溪生活娱乐,http://live.lxzc.net/channels/tvie/channel02/m3u8:500/live
兰溪新闻综合,http://live.lxzc.net/channels/tvie/channel01/m3u8:500/live
兰州铁路电视,http://pili-live-hls.livelztlj.sobeycache.com/livelztlj/zb1.m3u8
乐清生活频道,http://33809.hlsplay.aodianyun.com/guangdianyun_33809/tv_channel_171.m3u8
乐清新闻频道,http://33809.hlsplay.aodianyun.com/guangdianyun_33809/tv_channel_170.m3u8
乐山公共频道,http://m3u8.file.leshantv.net:8011/vms/videos/nmip-media/channellive/channel12/playlist.m3u8
乐山新闻综合,http://m3u8.file.leshantv.net:8011/vms/videos/nmip-media/channellive/channel1/playlist.m3u8
乐亭生活服务,http://tv.lnshw.com.cn:3100/hls/eyclaefi/index.m3u8
乐亭新闻综合,http://tv.lnshw.com.cn:3100/hls/cfyxlgdz/index.m3u8
连云港城市公共,http://bsyll.qingk.cn/live/lygtv2/index.m3u8
连云港新闻综合,http://bsyll.qingk.cn/live/lygtv1/index.m3u8
辽宁公共,http://lms.csytv.com/Live/124/live/livestream.m3u8
辽宁经济,http://lms.csytv.com/Live/123/live/livestream.m3u8
六安公共频道,http://live.china-latv.com/channel2/sd/live.m3u8
六安新闻综合,http://live.china-latv.com/channel1/sd/live.m3u8
龙口生活频道,http://yslk.chinashadt.com:1635/live/stream:di2.stream/playlist.m3u8
龙口图文频道,http://yslk.chinashadt.com:1635/live/stream:di4.stream/playlist.m3u8
龙口新闻综合,http://yslk.chinashadt.com:1635/live/stream:di1.stream/playlist.m3u8
龙口影视频道,http://yslk.chinashadt.com:1635/live/stream:di3.stream/playlist.m3u8
龙岩公共频道,http://stream.lytv.net.cn/1/sd/live.m3u8
龙岩综合,http://stream.lytv.net.cn/2/sd/live.m3u8
娄底公共频道,http://218.77.102.118:1935/live/gonggong/playlist.m3u8
娄底综合频道,http://119.39.242.52:1935/live/zonghe/playlist.m3u8
滦南新闻综合,http://tv.lnshw.com.cn:3000/hls/pegdvlxq/index.m3u8
罗田旅游,http://luotian.live.cjyun.org/video/s10013-LTLY/index.m3u8
洛阳综合频道,http://live1.lytv.com.cn:1935/live/LYTV1-1/playlist.m3u8
麻栗坡电视台,http://store.ovp.wsrtv.com.cn:9091/mlptv/hls/playlist.m3u8
蒙城新闻频道,http://live.ahmctv.net/channel1/sd/live.m3u8
蒙自综合,http://223.255.28.42:9090/mz1/mz1.m3u8
南京教科,http://live.nbs.cn/channels/njtv/jkpd/m3u8:500k/live.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
南京生活,http://live.nbs.cn/channels/njtv/shpd/m3u8:500k/live.m3u8
南京十八,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
南京新闻综合,http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
南京信息,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
南京影视,http://live.nbs.cn/channels/njtv/yspd/m3u8:500k/live.m3u8
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
宁德公共频道,http://220.161.247.82:8199/live/nd2.m3u8
宁德新闻综合,http://220.161.247.82:8199/live/nd1.m3u8
彭水文化旅游,http://125.62.25.129/pengshui02.m3u8
彭水文化旅游,http://pengshuilive.cbg.cn/pengshui02.m3u8
彭水新闻综合,http://125.62.25.129/pengshui01.m3u8
彭水新闻综合,http://pengshuilive.cbg.cn/pengshui01.m3u8
秦皇岛新闻,http://vod.qhdcm.com:1935/live/qhdtv1/800K/tzwj_video.m3u8
秦皇岛影视,http://vod.qhdcm.com:1935/live/qhdtv3/800K/tzwj_video.m3u8
秦皇岛政法,http://vod.qhdcm.com:1935/live/qhdtv2/800K/tzwj_video.m3u8
沁阳文化旅游,http://live.qinyangtv.com/channel2/sd/live.m3u8
沁阳新闻综合,http://live.qinyangtv.com/channel1/sd/live.m3u8
青岛城阳频道,http://pili-live-hls.56.i2863.com/i2863-56/live_56_307317.m3u8
青田电视台,http://61.153.68.139:1935/live/live1/playlist.m3u8
青田电视台,http://61.153.68.139:1935/live/live3/playlist.m3u8
仁寿生活资讯,http://118.122.224.176:8091/live/shzx.m3u8
仁寿新闻综合,http://118.122.224.176:8091/live/xwzh.m3u8
石狮综合,http://218.5.112.180:88/live/dssl/playlist.m3u8
四平新闻综合,http://stream2.jlntv.cn/sptv/sd/live.m3u8
松潘新闻综合,http://111.231.197.215:85/live/spxwzh_600k.m3u8
天水公共频道,http://61.178.129.74:5021/live_hls/3/playlist.m3u8
天水新闻综合,http://61.178.129.74:5021/live_hls/1/playlist.m3u8
通化新闻,http://stream2.jlntv.cn/tonghua1/sd/live.m3u8
通化新闻,http://www.thtv.org.cn:1935//live/live1/tzwj_video.m3u8
通江新闻综合,http://118.122.193.139:8000/live/a40c93bf43fa6bf423671ee2303b5bd4/high/live.m3u8
通许新农村,http://120.194.234.121:81/hls/live32.m3u8
通许影视频道,http://120.194.234.121:81/hls/live33.m3u8
通许有线频道,http://120.194.234.121:81/hls/live34.m3u8
通许综合频道,http://120.194.234.121:81/hls/live31.m3u8
铜梁文旅,http://183.64.174.171:50123/ch2.m3u8
铜梁文旅,http://tonglianglive.cbg.cn:50123/ch2.m3u8
铜梁综合,http://183.64.174.171:40123/ch1.m3u8
铜梁综合,http://tonglianglive.cbg.cn:40123/ch1.m3u8
铜陵公共频道,http://live.tlbts.com:2935/live/live102/1000K/tzwj_video.m3u8
铜陵科教频道,http://live.tlbts.com:2935/live/live103/1000K/tzwj_video.m3u8
铜陵新闻综合,http://live.tlbts.com:2935/live/live101/1000K/tzwj_video.m3u8
瓦房店经济生活,http://pili-live-hls.livewafangd.sobeycache.com/livewafangd/dszb002.m3u8
瓦房店新闻综合,http://pili-live-hls.livewafangd.sobeycache.com/livewafangd/dszb003.m3u8
万盛新闻综合,http://qxlmlive.cbg.cn:1935/app_2/ls_40.stream/playlist.m3u8
